match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2023-04-02,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",54,22,7,3,245.45,b Fazalhaq Farooqi,2
8,2023-04-05,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",19,11,1,1,172.73,c & b NT Ellis,3
11,2023-04-08,Delhi Capitals,"Barsapara Cricket Stadium, Guwahati",79,51,11,1,154.9,c & b Mukesh Kumar,2
17,2023-04-12,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",52,36,1,3,144.44,b MM Ali,2
23,2023-04-16,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",0,5,0,0,0.0,b Mohammed Shami,2
26,2023-04-19,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",40,41,4,1,97.56,c Ravi Bishnoi b MP Stoinis,2
32,2023-04-23,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",0,2,0,0,0.0,b Mohammed Siraj,2
37,2023-04-27,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",27,21,4,0,128.57,c S Dube b RA Jadeja,2
42,2023-04-30,Mumbai Indians,"Wankhede Stadium, Mumbai",18,19,2,1,94.74,c Ramandeep Singh b PP Chawla,2
48,2023-05-05,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",8,6,2,0,133.33,c MM Sharma b HH Pandya,2
52,2023-05-07,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",95,59,10,4,161.02,lbw b B Kumar,2
56,2023-05-11,Kolkata Knight Riders,"Eden Gardens, Kolkata",0,3,0,0,0.0,run out (AD Russell),2
60,2023-05-14,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",0,2,0,0,0.0,c Mohammed Siraj b WD Parnell,2
66,2023-05-19,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",0,4,0,0,0.0,lbw b K Rabada,2
