innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,5,3,Kolkata Knight Riders,RD Gaikwad,AS Roy,AK Chaudhary,wicket,struck down,False
2,16,5,Kolkata Knight Riders,S Dube,CV Varun,MV Saidharshan Kumar,wicket,struck down,False
