innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Mumbai Indians,death,56,3,30,11.2,7,6
1,Mumbai Indians,middle,79,2,54,8.78,9,15
1,Mumbai Indians,powerplay,30,3,36,5.0,4,24
2,Delhi Daredevils,death,60,4,37,9.73,9,16
2,Delhi Daredevils,middle,55,1,36,9.17,6,12
2,Delhi Daredevils,powerplay,51,1,32,9.56,8,8
