match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2025-03-23,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,18,4,4.5,11,3,0
8,2025-03-28,Royal Challengers Bengaluru,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,36,3,9.0,7,1,0
11,2025-03-30,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",4.0,0,28,2,7.0,9,1,0
17,2025-04-05,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",3.0,0,36,1,12.0,2,0,0
22,2025-04-08,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",3.0,0,32,1,10.67,3,0,0
25,2025-04-11,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",2.0,0,8,1,4.0,7,0,0
30,2025-04-14,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,13,0,3.25,13,1,0
38,2025-04-20,Mumbai Indians,"Wankhede Stadium, Mumbai",3.0,0,36,0,12.0,3,0,0
43,2025-04-25,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,42,2,10.5,7,1,2
49,2025-04-30,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,39,1,9.75,5,0,0
52,2025-05-03,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",4.0,0,26,1,6.5,12,0,0
57,2025-05-07,Kolkata Knight Riders,"Eden Gardens, Kolkata",4.0,0,31,4,7.75,8,1,0
62,2025-05-20,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",3.0,0,42,1,14.0,4,2,1
67,2025-05-25,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",4.0,0,21,3,5.25,11,1,0
