innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,GC Smith,65,7.4
1,Rajasthan Royals,2,SA Asnodkar,65,7.6
1,Rajasthan Royals,3,Sohail Tanvir,76,9.5
1,Rajasthan Royals,4,M Kaif,128,14.4
1,Rajasthan Royals,5,SR Watson,155,16.6
1,Rajasthan Royals,6,RA Jadeja,171,18.4
1,Rajasthan Royals,7,SK Warne,172,18.6
1,Rajasthan Royals,8,M Rawat,190,20.3
1,Rajasthan Royals,9,YK Pathan,191,20.4
2,Delhi Daredevils,1,V Sehwag,10,2.2
2,Delhi Daredevils,2,G Gambhir,23,4.6
2,Delhi Daredevils,3,S Dhawan,24,6.2
2,Delhi Daredevils,4,MK Tiwary,28,7.2
2,Delhi Daredevils,5,KD Karthik,55,10.5
2,Delhi Daredevils,6,MF Maharoof,75,13.1
2,Delhi Daredevils,7,TM Dilshan,76,13.5
2,Delhi Daredevils,8,A Mishra,77,14.1
2,Delhi Daredevils,9,VY Mahesh,82,16.2
2,Delhi Daredevils,10,Mohammad Asif,87,17.1
