innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Delhi Daredevils,A Mishra,4.0,0,37,2,9.25,8,1,0
1,Delhi Daredevils,GD McGrath,4.0,0,38,0,9.5,12,1,0
1,Delhi Daredevils,MF Maharoof,4.0,0,34,3,8.5,9,0,0
1,Delhi Daredevils,Mohammad Asif,4.0,0,32,1,8.0,9,0,0
1,Delhi Daredevils,VY Mahesh,4.0,0,50,2,12.5,8,1,0
2,Rajasthan Royals,MM Patel,4.0,0,17,3,4.25,16,0,0
2,Rajasthan Royals,RA Jadeja,0.1,1,0,0,0.0,1,0,0
2,Rajasthan Royals,SK Trivedi,3.0,0,20,1,6.67,8,0,0
2,Rajasthan Royals,SK Warne,4.0,0,21,2,5.25,11,0,0
2,Rajasthan Royals,SR Watson,3.0,0,10,3,3.33,12,1,0
2,Rajasthan Royals,Sohail Tanvir,2.0,0,16,0,8.0,1,2,0
