match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2017-04-08,Delhi Daredevils,M.Chinnaswamy Stadium,10,8,0,1,125.0,b CH Morris,7
12,2017-04-14,Mumbai Indians,M Chinnaswamy Stadium,13,13,0,0,100.0,not out,5
17,2017-04-16,Rising Pune Supergiant,M Chinnaswamy Stadium,10,7,0,1,142.86,c RA Tripathi b SN Thakur,7
27,2017-04-23,Kolkata Knight Riders,Eden Gardens,2,3,0,0,66.67,lbw b C de Grandhomme,7
31,2017-04-27,Gujarat Lions,M Chinnaswamy Stadium,32,19,3,2,168.42,c Basil Thampi b Ankit Soni,7
34,2017-04-29,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,3,7,0,0,42.86,c DT Christian b Imran Tahir,7
38,2017-05-01,Mumbai Indians,Wankhede Stadium,35,23,1,3,152.17,c KA Pollard b MJ McClenaghan,7
43,2017-05-05,Kings XI Punjab,M Chinnaswamy Stadium,21,23,2,0,91.3,c WP Saha b AR Patel,7
46,2017-05-07,Kolkata Knight Riders,M Chinnaswamy Stadium,5,3,1,0,166.67,c CA Lynn b UT Yadav,7
56,2017-05-14,Delhi Daredevils,Feroz Shah Kotla,13,5,3,0,260.0,not out,8
