match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2020-09-22,Chennai Super Kings,Sharjah Cricket Stadium,27,8,0,4,337.5,not out,9
9,2020-09-27,Kings XI Punjab,Sharjah Cricket Stadium,13,3,0,2,433.33,not out,6
12,2020-09-30,Kolkata Knight Riders,Dubai International Cricket Stadium,6,4,0,1,150.0,c KL Nagarkoti b CV Varun,9
15,2020-10-03,Royal Challengers Bangalore,Sheikh Zayed Stadium,16,10,1,1,160.0,not out,8
20,2020-10-06,Mumbai Indians,Sheikh Zayed Stadium,24,11,3,1,218.18,c KA Pollard b JJ Bumrah,8
23,2020-10-09,Delhi Capitals,Sharjah Cricket Stadium,2,4,0,0,50.0,c SS Iyer b K Rabada,8
30,2020-10-14,Delhi Capitals,Dubai International Cricket Stadium,1,4,0,0,25.0,c AM Rahane b K Rabada,8
33,2020-10-17,Royal Challengers Bangalore,Dubai International Cricket Stadium,2,3,0,0,66.67,lbw b CH Morris,7
40,2020-10-22,Sunrisers Hyderabad,Dubai International Cricket Stadium,16,7,1,1,228.57,not out,8
54,2020-11-01,Kolkata Knight Riders,Dubai International Cricket Stadium,6,9,0,0,66.67,c Shivam Mavi b KL Nagarkoti,9
