innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Punjab Kings,death,51,5,39,7.85,8,23
1,Punjab Kings,middle,28,3,38,4.42,3,22
1,Punjab Kings,powerplay,58,2,33,10.55,8,13
2,Kolkata Knight Riders,death,78,0,31,15.1,10,7
2,Kolkata Knight Riders,middle,25,3,30,5.0,3,19
2,Kolkata Knight Riders,powerplay,38,1,26,8.77,7,11
