innings,team,wicket_number,player_out,score,over
1,Punjab Kings,1,MA Agarwal,2,1.6
1,Punjab Kings,2,PBB Rajapaksa,43,4.5
1,Punjab Kings,3,S Dhawan,62,6.5
1,Punjab Kings,4,LS Livingstone,78,9.6
1,Punjab Kings,5,RA Bawa,84,10.3
1,Punjab Kings,6,M Shahrukh Khan,92,13.1
1,Punjab Kings,7,Harpreet Brar,102,15.2
1,Punjab Kings,8,RD Chahar,102,15.4
1,Punjab Kings,9,K Rabada,137,19.1
1,Punjab Kings,10,Arshdeep Singh,137,19.2
2,Kolkata Knight Riders,1,AM Rahane,14,2.6
2,Kolkata Knight Riders,2,VR Iyer,38,5.3
2,Kolkata Knight Riders,3,SS Iyer,51,7.4
2,Kolkata Knight Riders,4,N Rana,51,7.6
