innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,12,5,Kolkata Knight Riders,Harpreet Brar,SP Narine,AK Chaudhary,,struck down,False
2,7,6,Kolkata Knight Riders,N Rana,RD Chahar,HAS Khalid,,struck down,False
