match_number,opponent,batter,runs,balls,fours,sixes,strike_rate,dismissal
2,Mumbai Indians,PP Shaw,38,24,4,2,158.33,c Ishan Kishan b Basil Thampi
2,Mumbai Indians,TL Seifert,21,14,4,0,150.0,b M Ashwin
2,Mumbai Indians,Mandeep Singh,0,2,0,0,0.0,c Tilak Varma b M Ashwin
2,Mumbai Indians,RR Pant,1,2,0,0,50.0,c TH David b TS Mills
2,Mumbai Indians,Lalit Yadav,48,38,4,2,126.32,not out
2,Mumbai Indians,R Powell,0,2,0,0,0.0,c DR Sams b Basil Thampi
2,Mumbai Indians,SN Thakur,22,11,4,0,200.0,c RG Sharma b Basil Thampi
2,Mumbai Indians,AR Patel,38,17,2,3,223.53,not out
10,Gujarat Titans,PP Shaw,10,7,1,0,142.86,c V Shankar b LH Ferguson
10,Gujarat Titans,TL Seifert,3,5,0,0,60.0,c A Manohar b HH Pandya
10,Gujarat Titans,Mandeep Singh,18,16,4,0,112.5,c MS Wade b LH Ferguson
10,Gujarat Titans,RR Pant,43,29,7,0,148.28,c A Manohar b LH Ferguson
10,Gujarat Titans,Lalit Yadav,25,22,2,1,113.64,"run out (V Shankar, A Manohar)"
10,Gujarat Titans,R Powell,20,12,2,1,166.67,lbw b Mohammed Shami
10,Gujarat Titans,AR Patel,8,4,2,0,200.0,c MS Wade b LH Ferguson
10,Gujarat Titans,SN Thakur,2,5,0,0,40.0,lbw b Rashid Khan
10,Gujarat Titans,Kuldeep Yadav,14,14,0,1,100.0,not out
10,Gujarat Titans,KK Ahmed,0,1,0,0,0.0,c MS Wade b Mohammed Shami
10,Gujarat Titans,Mustafizur Rahman,3,5,0,0,60.0,not out
15,Lucknow Super Giants,PP Shaw,61,34,9,2,179.41,c Q de Kock b K Gowtham
15,Lucknow Super Giants,DA Warner,4,12,0,0,33.33,c A Badoni b Ravi Bishnoi
15,Lucknow Super Giants,R Powell,3,10,0,0,30.0,b Ravi Bishnoi
15,Lucknow Super Giants,RR Pant,39,36,3,2,108.33,not out
15,Lucknow Super Giants,SN Khan,36,28,3,0,128.57,not out
19,Kolkata Knight Riders,PP Shaw,51,29,7,2,175.86,b CV Varun
19,Kolkata Knight Riders,DA Warner,61,45,6,2,135.56,c AM Rahane b UT Yadav
19,Kolkata Knight Riders,RR Pant,27,14,2,2,192.86,c UT Yadav b AD Russell
19,Kolkata Knight Riders,Lalit Yadav,1,4,0,0,25.0,lbw b SP Narine
19,Kolkata Knight Riders,R Powell,8,6,0,1,133.33,c RK Singh b SP Narine
19,Kolkata Knight Riders,AR Patel,22,14,2,1,157.14,not out
19,Kolkata Knight Riders,SN Thakur,29,11,1,3,263.64,not out
27,Royal Challengers Bangalore,PP Shaw,16,13,1,1,123.08,c Anuj Rawat b Mohammed Siraj
27,Royal Challengers Bangalore,DA Warner,66,38,4,5,173.68,lbw b PWH de Silva
27,Royal Challengers Bangalore,MR Marsh,14,24,0,0,58.33,run out (PWH de Silva)
27,Royal Challengers Bangalore,RR Pant,34,17,3,2,200.0,c V Kohli b Mohammed Siraj
27,Royal Challengers Bangalore,R Powell,0,1,0,0,0.0,c KD Karthik b JR Hazlewood
27,Royal Challengers Bangalore,Lalit Yadav,1,4,0,0,25.0,c SS Prabhudessai b JR Hazlewood
27,Royal Challengers Bangalore,SN Thakur,17,9,0,2,188.89,c KD Karthik b JR Hazlewood
27,Royal Challengers Bangalore,AR Patel,10,7,1,0,142.86,not out
27,Royal Challengers Bangalore,Kuldeep Yadav,10,7,2,0,142.86,not out
32,Punjab Kings,PP Shaw,41,20,7,1,205.0,c NT Ellis b RD Chahar
32,Punjab Kings,DA Warner,60,30,10,1,200.0,not out
32,Punjab Kings,SN Khan,12,13,1,0,92.31,not out
34,Rajasthan Royals,PP Shaw,37,27,5,1,137.04,c TA Boult b R Ashwin
34,Rajasthan Royals,DA Warner,28,14,5,1,200.0,c SV Samson b M Prasidh Krishna
34,Rajasthan Royals,SN Khan,1,3,0,0,33.33,c M Prasidh Krishna b R Ashwin
34,Rajasthan Royals,RR Pant,44,24,4,2,183.33,c D Padikkal b M Prasidh Krishna
34,Rajasthan Royals,Lalit Yadav,37,24,3,2,154.17,c SV Samson b M Prasidh Krishna
34,Rajasthan Royals,AR Patel,1,4,0,0,25.0,b YS Chahal
34,Rajasthan Royals,SN Thakur,10,7,0,1,142.86,"run out (SV Samson, R Parag)"
34,Rajasthan Royals,R Powell,36,15,0,5,240.0,c SV Samson b OC McCoy
34,Rajasthan Royals,Kuldeep Yadav,0,3,0,0,0.0,not out
41,Kolkata Knight Riders,PP Shaw,0,1,0,0,0.0,c & b UT Yadav
41,Kolkata Knight Riders,DA Warner,42,26,8,0,161.54,c SP Narine b UT Yadav
41,Kolkata Knight Riders,MR Marsh,13,7,2,0,185.71,c VR Iyer b Harshit Rana
41,Kolkata Knight Riders,Lalit Yadav,22,29,1,1,75.86,lbw b SP Narine
41,Kolkata Knight Riders,RR Pant,2,5,0,0,40.0,c B Indrajith b UT Yadav
41,Kolkata Knight Riders,R Powell,33,16,1,3,206.25,not out
41,Kolkata Knight Riders,AR Patel,24,17,2,1,141.18,"run out (VR Iyer, SS Iyer)"
