match_number,date,opponent,catches,stumpings,run_outs
7,2016-04-15,Kings XI Punjab,1,0,0
36,2016-05-07,Kings XI Punjab,1,0,0
52,2016-05-20,Sunrisers Hyderabad,1,0,1
