innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,1,6,Kings XI Punjab,G Gambhir,AS Rajpoot,A Nand Kishore,,struck down,False
2,13,6,Delhi Daredevils,SS Iyer,BB Sran,A Nand Kishore,,upheld,False
