match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2012-04-05,Kolkata Knight Riders,Eden Gardens,2.0,0,16,0,8.0,2,0,0
5,2012-04-07,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,26,1,6.5,8,0,0
11,2012-04-10,Chennai Super Kings,Feroz Shah Kotla,3.0,0,9,0,3.0,10,0,0
19,2012-04-16,Mumbai Indians,Wankhede Stadium,4.0,0,16,2,4.0,15,1,0
23,2012-04-19,Deccan Chargers,Feroz Shah Kotla,4.0,0,16,3,4.0,9,0,0
27,2012-04-21,Pune Warriors,Feroz Shah Kotla,4.0,0,44,0,11.0,5,3,0
31,2012-04-24,Pune Warriors,Subrata Roy Sahara Stadium,4.0,0,22,0,5.5,8,0,0
36,2012-04-27,Mumbai Indians,Feroz Shah Kotla,4.0,0,35,2,8.75,8,0,0
39,2012-04-29,Rajasthan Royals,Feroz Shah Kotla,4.0,0,30,0,7.5,5,0,0
43,2012-05-01,Rajasthan Royals,Sawai Mansingh Stadium,4.0,0,33,0,8.25,6,1,0
51,2012-05-07,Kolkata Knight Riders,Feroz Shah Kotla,4.0,0,32,0,8.0,7,0,0
55,2012-05-10,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",4.0,0,39,0,9.75,5,0,0
