innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,MJ Lumb,47,4.6
1,Rajasthan Royals,2,FY Fazal,100,11.6
1,Rajasthan Royals,3,YK Pathan,117,13.4
1,Rajasthan Royals,4,NV Ojha,155,18.3
1,Rajasthan Royals,5,AC Voges,162,19.2
1,Rajasthan Royals,6,P Dogra,174,20.2
1,Rajasthan Royals,7,AA Jhunjhunwala,174,20.3
1,Rajasthan Royals,8,SK Warne,175,20.4
2,Chennai Super Kings,1,ML Hayden,24,4.4
2,Chennai Super Kings,2,M Vijay,75,9.4
2,Chennai Super Kings,3,SK Raina,79,10.4
2,Chennai Super Kings,4,MS Dhoni,123,16.4
2,Chennai Super Kings,5,S Badrinath,151,19.1
2,Chennai Super Kings,6,JA Morkel,155,19.5
