innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,V Kohli,137,17.1
1,Royal Challengers Bangalore,2,GJ Maxwell,137,17.2
1,Royal Challengers Bangalore,3,F du Plessis,151,18.3
1,Royal Challengers Bangalore,4,KD Karthik,163,19.6
2,Punjab Kings,1,Atharva Taide,4,1.2
2,Punjab Kings,2,MW Short,20,3.1
2,Punjab Kings,3,LS Livingstone,27,4.2
2,Punjab Kings,4,Harpreet Singh,43,6.3
2,Punjab Kings,5,SM Curran,76,10.5
2,Punjab Kings,6,P Simran Singh,97,12.3
2,Punjab Kings,7,M Shahrukh Khan,106,13.5
2,Punjab Kings,8,Harpreet Brar,147,18.3
2,Punjab Kings,9,NT Ellis,149,18.6
2,Punjab Kings,10,JM Sharma,150,19.2
