innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,1,2,Royal Challengers Bangalore,Atharva Taide,Mohammed Siraj,GR Sadashiv Iyer,wicket,upheld,False
2,4,2,Royal Challengers Bangalore,LS Livingstone,Mohammed Siraj,AK Chaudhary,wicket,upheld,False
2,11,5,Punjab Kings,JM Sharma,HV Patel,GR Sadashiv Iyer,wicket,upheld,False
