match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2009-04-19,Deccan Chargers,Newlands,3.0,0,13,0,4.33,13,0,0
6,2009-04-21,Kings XI Punjab,Kingsmead,4.0,0,24,1,6.0,13,0,0
10,2009-04-23,Rajasthan Royals,Newlands,4.0,0,36,2,9.0,11,0,0
17,2009-04-27,Mumbai Indians,St George's Park,4.0,0,29,1,7.25,16,2,0
19,2009-04-29,Royal Challengers Bangalore,Kingsmead,4.0,0,15,2,3.75,14,1,0
23,2009-05-01,Mumbai Indians,Buffalo Park,4.0,0,24,1,6.0,9,2,1
27,2009-05-03,Kings XI Punjab,St George's Park,4.0,0,27,2,6.75,10,0,0
31,2009-05-05,Delhi Daredevils,Kingsmead,4.0,0,43,0,10.75,10,0,0
39,2009-05-10,Delhi Daredevils,New Wanderers Stadium,4.0,0,23,2,5.75,11,2,0
41,2009-05-12,Royal Challengers Bangalore,SuperSport Park,4.0,0,40,0,10.0,11,3,1
48,2009-05-16,Deccan Chargers,New Wanderers Stadium,4.0,0,23,0,5.75,12,0,0
