innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,3,5,Kolkata Knight Riders,N Jagadeesan,Mohammed Shami,GR Sadashiv Iyer,wicket,struck down,False
1,11,1,Kolkata Knight Riders,VR Iyer,J Little,GR Sadashiv Iyer,wicket,struck down,False
2,3,4,Kolkata Knight Riders,Shubman Gill,Harshit Rana,GR Sadashiv Iyer,wicket,struck down,False
