match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2017-04-07,Gujarat Lions,Saurashtra Cricket Association Stadium,3.0,0,35,0,11.67,4,0,0
7,2017-04-09,Mumbai Indians,Wankhede Stadium,4.0,0,34,1,8.5,8,4,0
11,2017-04-13,Kings XI Punjab,Eden Gardens,3.0,0,30,2,10.0,6,2,0
14,2017-04-15,Sunrisers Hyderabad,Eden Gardens,4.0,0,49,2,12.25,4,3,0
18,2017-04-17,Delhi Daredevils,Feroz Shah Kotla,4.0,0,31,1,7.75,4,0,0
23,2017-04-21,Gujarat Lions,Eden Gardens,2.0,0,20,1,10.0,3,0,0
27,2017-04-23,Royal Challengers Bangalore,Eden Gardens,2.0,0,6,3,3.0,10,1,0
30,2017-04-26,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,3.0,0,38,0,12.67,3,1,0
32,2017-04-28,Delhi Daredevils,Eden Gardens,3.0,0,20,0,6.67,5,0,0
37,2017-04-30,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",4.0,0,46,1,11.5,8,1,0
41,2017-05-03,Rising Pune Supergiant,Eden Gardens,4.0,0,18,3,4.5,13,0,0
46,2017-05-07,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,39,1,9.75,8,1,0
49,2017-05-09,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",4.0,0,20,2,5.0,11,1,0
