match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
7,2017-04-09,Mumbai Indians,Wankhede Stadium,9,8,0,0,112.5,c KA Pollard b SL Malinga,7
14,2017-04-15,Sunrisers Hyderabad,Eden Gardens,1,1,0,0,100.0,not out,8
18,2017-04-17,Delhi Daredevils,Feroz Shah Kotla,3,5,0,0,60.0,st RR Pant b A Mishra,7
27,2017-04-23,Royal Challengers Bangalore,Eden Gardens,18,21,3,0,85.71,c Mandeep Singh b TS Mills,8
37,2017-04-30,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",6,3,1,0,200.0,not out,8
41,2017-05-03,Rising Pune Supergiant,Eden Gardens,1,3,0,0,33.33,"run out (SPD Smith, DT Christian)",8
49,2017-05-09,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",8,6,0,1,133.33,not out,8
