match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
18,2011-04-18,Kochi Tuskers Kerala,Nehru Stadium,3.0,0,18,1,6.0,8,0,0
25,2011-04-22,Mumbai Indians,Wankhede Stadium,4.0,0,30,2,7.5,12,2,0
29,2011-04-25,Pune Warriors,"MA Chidambaram Stadium, Chepauk",4.0,0,20,2,5.0,8,1,0
31,2011-04-27,Pune Warriors,Dr DY Patil Sports Academy,4.0,1,21,3,5.25,14,1,0
39,2011-05-01,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",4.0,0,26,2,6.5,10,0,0
43,2011-05-04,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",4.0,0,28,0,7.0,9,0,1
48,2011-05-07,Kolkata Knight Riders,Eden Gardens,1.0,0,6,0,6.0,3,0,0
52,2011-05-09,Rajasthan Royals,Sawai Mansingh Stadium,4.0,0,22,3,5.5,12,1,0
56,2011-05-12,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",4.0,0,38,1,9.5,7,0,0
64,2011-05-18,Kochi Tuskers Kerala,"MA Chidambaram Stadium, Chepauk",4.0,0,38,1,9.5,5,3,0
69,2011-05-22,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,34,0,8.5,10,1,0
71,2011-05-24,Royal Challengers Bangalore,Wankhede Stadium,4.0,0,20,1,5.0,11,1,0
74,2011-05-28,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",3.0,0,28,1,9.33,5,1,0
