match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
24,2011-04-22,Kolkata Knight Riders,Eden Gardens,2.0,0,9,0,4.5,5,0,1
30,2011-04-26,Delhi Daredevils,Feroz Shah Kotla,2.0,0,20,0,10.0,2,0,0
35,2011-04-29,Pune Warriors,M Chinnaswamy Stadium,2.0,0,8,1,4.0,4,0,0
47,2011-05-06,Kings XI Punjab,M Chinnaswamy Stadium,4.0,0,21,3,5.25,7,0,0
50,2011-05-08,Kochi Tuskers Kerala,M Chinnaswamy Stadium,4.0,0,26,1,6.5,14,5,0
55,2011-05-11,Rajasthan Royals,Sawai Mansingh Stadium,3.0,0,23,1,7.67,8,1,1
58,2011-05-14,Kolkata Knight Riders,M Chinnaswamy Stadium,1.0,0,11,0,11.0,1,0,0
63,2011-05-17,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,4.0,0,35,0,8.75,5,0,0
69,2011-05-22,Chennai Super Kings,M Chinnaswamy Stadium,3.0,0,27,0,9.0,6,0,0
71,2011-05-24,Chennai Super Kings,Wankhede Stadium,4.0,0,19,0,4.75,10,1,0
73,2011-05-27,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",3.0,0,11,0,3.67,10,0,0
74,2011-05-28,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,34,2,8.5,8,0,0
