innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,17,2,Kolkata Knight Riders,KD Karthik,AR Patel,YC Barde,,struck down,False
2,16,3,Kolkata Knight Riders,RR Pant,PJ Cummins,YC Barde,,struck down,False
