innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Rajasthan Royals,death,44,3,30,8.8,5,8
1,Rajasthan Royals,middle,73,2,54,8.11,8,13
1,Rajasthan Royals,powerplay,43,1,36,7.17,7,20
2,Delhi Capitals,death,74,1,38,11.68,11,9
2,Delhi Capitals,middle,50,0,38,7.89,5,14
2,Delhi Capitals,powerplay,37,1,33,6.73,4,16
