innings,team,wicket_number,player_out,score,over
1,Punjab Kings,1,KL Rahul,26,5.1
1,Punjab Kings,2,MA Agarwal,27,5.5
1,Punjab Kings,3,CH Gayle,57,11.4
1,Punjab Kings,4,N Pooran,66,12.4
1,Punjab Kings,5,AK Markram,88,15.4
1,Punjab Kings,6,DJ Hooda,96,16.4
1,Punjab Kings,7,NT Ellis,118,20.3
2,Sunrisers Hyderabad,1,DA Warner,2,1.3
2,Sunrisers Hyderabad,2,KS Williamson,10,3.2
2,Sunrisers Hyderabad,3,MK Pandey,32,8.6
2,Sunrisers Hyderabad,4,KM Jadhav,56,13.2
2,Sunrisers Hyderabad,5,Abdul Samad,60,13.6
2,Sunrisers Hyderabad,6,WP Saha,92,17.1
2,Sunrisers Hyderabad,7,Rashid Khan,105,19.1
