match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2014-04-16,Kolkata Knight Riders,Sheikh Zayed Stadium,24,22,2,1,109.09,c & b Shakib Al Hasan,2
5,2014-04-19,Royal Challengers Bangalore,Dubai International Cricket Stadium,17,18,2,0,94.44,c NJ Maddinson b VR Aaron,2
13,2014-04-25,Chennai Super Kings,Dubai International Cricket Stadium,23,19,4,0,121.05,c SK Raina b MM Sharma,2
16,2014-04-27,Delhi Daredevils,Sharjah Cricket Stadium,8,10,1,0,80.0,c Q de Kock b WD Parnell,2
20,2014-04-30,Sunrisers Hyderabad,Dubai International Cricket Stadium,7,5,1,0,140.0,c NV Ojha b DW Steyn,6
22,2014-05-03,Kings XI Punjab,Wankhede Stadium,16,6,1,1,266.67,not out,7
33,2014-05-10,Chennai Super Kings,Wankhede Stadium,9,5,2,0,180.0,c F du Plessis b IC Pandey,7
40,2014-05-14,Kolkata Knight Riders,Barabati Stadium,2,3,0,0,66.67,not out,7
51,2014-05-23,Delhi Daredevils,Wankhede Stadium,14,8,3,0,175.0,c KM Jadhav b Imran Tahir,6
56,2014-05-25,Rajasthan Royals,Wankhede Stadium,6,1,0,1,600.0,not out,7
58,2014-05-28,Chennai Super Kings,Brabourne Stadium,0,1,0,0,0.0,c F du Plessis b A Nehra,7
