innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,AM Rahane,31,3.5
1,Rajasthan Royals,2,JC Buttler,47,4.4
1,Rajasthan Royals,3,SV Samson,53,6.2
1,Rajasthan Royals,4,RA Tripathi,69,9.5
1,Rajasthan Royals,5,SPD Smith,78,11.5
1,Rajasthan Royals,6,R Parag,103,15.6
1,Rajasthan Royals,7,BA Stokes,126,19.2
2,Chennai Super Kings,1,SR Watson,0,1.4
2,Chennai Super Kings,2,SK Raina,5,2.5
2,Chennai Super Kings,3,F du Plessis,15,4.6
2,Chennai Super Kings,4,KM Jadhav,24,6.5
2,Chennai Super Kings,5,AT Rayudu,119,18.4
2,Chennai Super Kings,6,MS Dhoni,144,20.3
