innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,3,5,Chennai Super Kings,AM Rahane,DL Chahar,BNJ Oxenford,,upheld,False
2,6,2,Rajasthan Royals,KM Jadhav,JC Archer,BNJ Oxenford,,struck down,False
