innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,RD Gaikwad,87,11.3
1,Chennai Super Kings,2,S Dube,90,12.3
1,Chennai Super Kings,3,AM Rahane,121,15.5
1,Chennai Super Kings,4,DP Conway,125,16.1
1,Chennai Super Kings,5,AT Rayudu,148,18.6
1,Chennai Super Kings,6,MS Dhoni,155,19.5
1,Chennai Super Kings,7,RA Jadeja,172,20.6
2,Gujarat Titans,1,WP Saha,22,3.6
2,Gujarat Titans,2,HH Pandya,41,6.5
2,Gujarat Titans,3,MD Shanaka,72,11.3
2,Gujarat Titans,4,DA Miller,88,13.5
2,Gujarat Titans,5,Shubman Gill,88,14.1
2,Gujarat Titans,6,R Tewatia,98,15.3
2,Gujarat Titans,7,V Shankar,136,18.3
2,Gujarat Titans,8,DG Nalkande,136,18.4
2,Gujarat Titans,9,Rashid Khan,142,19.3
2,Gujarat Titans,10,Mohammed Shami,157,20.6
