innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Mumbai Indians,G Coetzee,4.0,0,57,1,14.25,2,2,1
1,Mumbai Indians,HH Pandya,4.0,0,46,1,11.5,5,0,0
1,Mumbai Indians,JJ Bumrah,4.0,0,36,0,9.0,4,1,1
1,Mumbai Indians,KT Maphaka,4.0,0,66,0,16.5,6,3,0
1,Mumbai Indians,PP Chawla,2.0,0,34,1,17.0,1,0,0
1,Mumbai Indians,SZ Mulani,2.0,0,33,0,16.5,1,2,0
2,Sunrisers Hyderabad,B Kumar,4.0,0,53,0,13.25,6,0,0
2,Sunrisers Hyderabad,JD Unadkat,4.0,0,47,2,11.75,6,2,0
2,Sunrisers Hyderabad,M Markande,4.0,0,52,0,13.0,5,1,1
2,Sunrisers Hyderabad,PJ Cummins,4.0,0,35,2,8.75,7,1,0
2,Sunrisers Hyderabad,Shahbaz Ahmed,3.0,0,39,1,13.0,4,0,0
2,Sunrisers Hyderabad,Umran Malik,1.0,0,15,0,15.0,2,1,0
