innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Sunrisers Hyderabad,MA Agarwal,11,13,1,0,84.62,c TH David b HH Pandya,1
1,Sunrisers Hyderabad,TM Head,62,24,9,3,258.33,c Naman Dhir b G Coetzee,2
1,Sunrisers Hyderabad,Abhishek Sharma,63,23,3,7,273.91,c Naman Dhir b PP Chawla,3
1,Sunrisers Hyderabad,AK Markram,42,28,2,1,150.0,not out,4
1,Sunrisers Hyderabad,H Klaasen,80,34,4,7,235.29,not out,5
2,Mumbai Indians,RG Sharma,26,12,1,3,216.67,c Abhishek Sharma b PJ Cummins,1
2,Mumbai Indians,Ishan Kishan,34,13,2,4,261.54,c AK Markram b Shahbaz Ahmed,2
2,Mumbai Indians,Naman Dhir,30,14,2,2,214.29,c PJ Cummins b JD Unadkat,3
2,Mumbai Indians,Tilak Varma,64,34,2,6,188.24,c MA Agarwal b PJ Cummins,4
2,Mumbai Indians,HH Pandya,24,20,1,1,120.0,c H Klaasen b JD Unadkat,5
2,Mumbai Indians,TH David,42,22,2,3,190.91,not out,6
2,Mumbai Indians,R Shepherd,15,6,2,1,250.0,not out,7
