match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2011-04-08,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",4,4,1,0,100.0,c R Bhatia b Iqbal Abdulla,2
9,2011-04-13,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",74,43,6,4,172.09,st AC Gilchrist b PP Chawla,2
14,2011-04-16,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",31,21,3,2,147.62,c Z Khan b R Ninan,2
18,2011-04-18,Kochi Tuskers Kerala,Nehru Stadium,28,18,6,0,155.56,lbw b NLTC Perera,2
25,2011-04-22,Mumbai Indians,Wankhede Stadium,12,9,1,1,133.33,c RG Sharma b MM Patel,2
29,2011-04-25,Pune Warriors,"MA Chidambaram Stadium, Chepauk",31,29,2,1,106.9,c NL McCullum b AC Thomas,1
31,2011-04-27,Pune Warriors,Dr DY Patil Sports Academy,31,31,1,1,100.0,c M Manhas b JD Ryder,2
39,2011-05-01,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",3,14,0,0,21.43,b PP Ojha,1
43,2011-05-04,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",5,6,1,0,83.33,lbw b J Botha,2
48,2011-05-07,Kolkata Knight Riders,Eden Gardens,5,14,0,0,35.71,c & b Iqbal Abdulla,2
52,2011-05-09,Rajasthan Royals,Sawai Mansingh Stadium,53,40,2,3,132.5,run out (J Botha),2
56,2011-05-12,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",35,33,2,2,106.06,c Y Venugopal Rao b AB Agarkar,2
64,2011-05-18,Kochi Tuskers Kerala,"MA Chidambaram Stadium, Chepauk",16,11,3,0,145.45,b RP Singh,2
69,2011-05-22,Royal Challengers Bangalore,M Chinnaswamy Stadium,6,9,1,0,66.67,c AB de Villiers b S Aravind,2
71,2011-05-24,Royal Challengers Bangalore,Wankhede Stadium,5,5,1,0,100.0,lbw b S Aravind,2
74,2011-05-28,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",95,52,4,6,182.69,c DL Vettori b S Aravind,2
