innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,6,3,Punjab Kings,LS Livingstone,CV Varun,J Madanagopal,wicket,struck down,True
1,10,1,Kolkata Knight Riders,JM Sharma,SP Narine,J Madanagopal,wicket,struck down,False
2,5,4,Kolkata Knight Riders,Rahmanullah Gurbaz,NT Ellis,J Madanagopal,wicket,struck down,False
