match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
19,2023-04-14,Kolkata Knight Riders,"Eden Gardens, Kolkata",16,6,2,1,266.67,not out,6
25,2023-04-18,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",36,16,4,2,225.0,c TH David b PP Chawla,6
29,2023-04-21,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",17,16,1,0,106.25,c RD Gaikwad b M Pathirana,5
34,2023-04-24,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",31,19,3,1,163.16,c Aman Hakim Khan b A Nortje,6
40,2023-04-29,Delhi Capitals,"Arun Jaitley Stadium, Delhi",53,27,2,4,196.3,not out,6
47,2023-05-04,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",36,20,1,3,180.0,c AD Russell b SN Thakur,6
52,2023-05-07,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",26,12,2,2,216.67,c JC Buttler b YS Chahal,4
58,2023-05-13,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",47,29,3,3,162.07,c PN Mankad b Avesh Khan,5
62,2023-05-15,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",64,44,4,3,145.45,c DA Miller b Mohammed Shami,5
65,2023-05-18,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",104,51,8,6,203.92,b HV Patel,4
69,2023-05-21,Mumbai Indians,"Wankhede Stadium, Mumbai",18,13,2,0,138.46,b Akash Madhwal,3
