innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Kolkata Knight Riders,1,CA Lynn,32,22,SP Narine,2,7,38,29
1,Kolkata Knight Riders,2,N Rana,21,18,CA Lynn,19,15,41,33
1,Kolkata Knight Riders,3,CA Lynn,1,1,RV Uthappa,0,1,1,2
1,Kolkata Knight Riders,4,CA Lynn,30,13,KD Karthik,9,8,42,21
1,Kolkata Knight Riders,5,AD Russell,10,4,KD Karthik,0,0,10,4
1,Kolkata Knight Riders,6,Shubman Gill,9,9,KD Karthik,9,6,18,15
1,Kolkata Knight Riders,7,Shubman Gill,6,11,PP Chawla,4,4,11,15
1,Kolkata Knight Riders,8,PP Chawla,0,1,Kuldeep Yadav,0,0,0,1
1,Kolkata Knight Riders,9,PP Chawla,0,1,Kuldeep Yadav,0,0,0,1
2,Chennai Super Kings,1,SR Watson,6,7,F du Plessis,23,12,29,19
2,Chennai Super Kings,2,SK Raina,14,10,F du Plessis,1,4,15,14
2,Chennai Super Kings,3,AT Rayudu,5,11,SK Raina,11,11,17,22
2,Chennai Super Kings,4,KM Jadhav,20,12,SK Raina,0,0,20,12
2,Chennai Super Kings,5,MS Dhoni,16,13,SK Raina,24,14,40,27
2,Chennai Super Kings,6,RA Jadeja,31,17,SK Raina,9,7,41,24
