innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Royal Challengers Bangalore,CH Gayle,4,10,1,0,40.0,c MS Dhoni b CH Morris,1
1,Royal Challengers Bangalore,MA Agarwal,24,21,2,1,114.29,st MS Dhoni b R Ashwin,2
1,Royal Challengers Bangalore,V Kohli,58,47,2,2,123.4,c MS Dhoni b CH Morris,3
1,Royal Challengers Bangalore,AB de Villiers,64,32,8,1,200.0,c DJ Bravo b DP Nannes,4
1,Royal Challengers Bangalore,DT Christian,2,2,0,0,100.0,c SK Raina b CH Morris,5
1,Royal Challengers Bangalore,R Rampaul,0,4,0,0,0.0,c MS Dhoni b DJ Bravo,6
1,Royal Challengers Bangalore,KB Arun Karthik,5,5,0,0,100.0,not out,7
2,Chennai Super Kings,MEK Hussey,6,16,0,0,37.5,c MA Agarwal b R Vinay Kumar,1
2,Chennai Super Kings,M Vijay,2,5,0,0,40.0,c KB Arun Karthik b R Rampaul,2
2,Chennai Super Kings,SK Raina,30,22,5,0,136.36,c M Kartik b J Syed Mohammad,3
2,Chennai Super Kings,S Badrinath,34,29,4,0,117.24,c MA Agarwal b J Syed Mohammad,4
2,Chennai Super Kings,MS Dhoni,33,23,1,2,143.48,c KB Arun Karthik b R Rampaul,5
2,Chennai Super Kings,RA Jadeja,38,20,3,1,190.0,not out,6
2,Chennai Super Kings,DJ Bravo,8,3,0,1,266.67,lbw b R Rampaul,7
2,Chennai Super Kings,CH Morris,7,4,0,0,175.0,not out,8
