innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Deccan Chargers,HH Gibbs,8,10,1,0,80.0,lbw b YK Pathan,1
1,Deccan Chargers,AC Gilchrist,39,35,5,2,111.43,c YK Pathan b RA Jadeja,2
1,Deccan Chargers,AA Bilakhia,1,5,0,0,20.0,c SK Trivedi b SM Harwood,3
1,Deccan Chargers,RG Sharma,38,32,2,2,118.75,c SK Warne b SK Trivedi,4
1,Deccan Chargers,TL Suman,41,30,2,1,136.67,not out,5
1,Deccan Chargers,DR Smith,7,8,1,0,87.5,c SK Warne b SM Harwood,6
2,Rajasthan Royals,GC Smith,0,2,0,0,0.0,c Shoaib Ahmed b FH Edwards,1
2,Rajasthan Royals,SA Asnodkar,0,1,0,0,0.0,"run out (HH Gibbs, Y Venugopal Rao)",2
2,Rajasthan Royals,LA Carseldine,39,32,6,0,121.88,lbw b Y Venugopal Rao,3
2,Rajasthan Royals,NV Ojha,0,6,0,0,0.0,c HH Gibbs b RP Singh,4
2,Rajasthan Royals,RA Jadeja,12,17,0,1,70.59,c DR Smith b Y Venugopal Rao,5
2,Rajasthan Royals,SK Warne,21,17,0,2,123.53,c AC Gilchrist b PP Ojha,6
2,Rajasthan Royals,AS Raut,36,23,4,0,156.52,not out,7
2,Rajasthan Royals,YK Pathan,24,14,2,2,171.43,c HH Gibbs b RP Singh,8
2,Rajasthan Royals,SM Harwood,3,7,0,0,42.86,not out,9
