innings,team,wicket_number,player_out,score,over
1,Deccan Chargers,1,HH Gibbs,34,5.1
1,Deccan Chargers,2,AA Bilakhia,35,6.1
1,Deccan Chargers,3,AC Gilchrist,58,10.5
1,Deccan Chargers,4,RG Sharma,117,17.5
1,Deccan Chargers,5,DR Smith,135,20.2
2,Rajasthan Royals,1,GC Smith,0,1.2
2,Rajasthan Royals,2,SA Asnodkar,1,1.3
2,Rajasthan Royals,3,NV Ojha,3,2.6
2,Rajasthan Royals,4,RA Jadeja,54,10.1
2,Rajasthan Royals,5,LA Carseldine,57,10.5
2,Rajasthan Royals,6,SK Warne,93,15.1
2,Rajasthan Royals,7,YK Pathan,131,18.6
