innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,SR Tendulkar,11,3.4
1,Mumbai Indians,2,KD Karthik,43,8.4
1,Mumbai Indians,3,DR Smith,86,13.2
2,Kings XI Punjab,1,Mandeep Singh,12,2.6
2,Kings XI Punjab,2,M Vohra,16,3.5
2,Kings XI Punjab,3,SE Marsh,55,7.1
2,Kings XI Punjab,4,DJ Hussey,76,9.4
2,Kings XI Punjab,5,Gurkeerat Singh,79,10.3
2,Kings XI Punjab,6,Azhar Mahmood,110,14.2
2,Kings XI Punjab,7,MS Gony,111,14.6
2,Kings XI Punjab,8,PP Chawla,132,17.5
2,Kings XI Punjab,9,DA Miller,149,18.5
2,Kings XI Punjab,10,P Kumar,170,20.6
