innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Mumbai Indians,death,72,0,30,14.4,11,6
1,Mumbai Indians,middle,66,2,54,7.33,8,19
1,Mumbai Indians,powerplay,36,1,36,6.0,4,19
2,Kings XI Punjab,death,52,3,30,10.4,6,13
2,Kings XI Punjab,middle,63,5,54,7.0,5,20
2,Kings XI Punjab,powerplay,55,2,36,9.17,9,14
