innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,1,3,Delhi Capitals,MS Wade,Mustafizur Rahman,KN Ananthapadmanabhan,,upheld,False
2,16,6,Delhi Capitals,SN Thakur,Rashid Khan,UV Gandhe,,struck down,False
2,18,2,Delhi Capitals,R Powell,Mohammed Shami,UV Gandhe,,struck down,False
