innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Delhi Capitals,AR Patel,4.0,0,37,0,9.25,7,0,0
1,Delhi Capitals,KK Ahmed,4.0,0,34,2,8.5,7,0,0
1,Delhi Capitals,Kuldeep Yadav,4.0,0,32,1,8.0,10,0,0
1,Delhi Capitals,Mustafizur Rahman,4.0,0,23,3,5.75,4,1,0
1,Delhi Capitals,SN Thakur,4.0,0,42,0,10.5,6,2,1
2,Gujarat Titans,HH Pandya,4.0,0,22,1,5.5,9,0,0
2,Gujarat Titans,LH Ferguson,4.0,0,28,4,7.0,11,1,0
2,Gujarat Titans,Mohammed Shami,4.0,0,30,2,7.5,10,0,0
2,Gujarat Titans,R Tewatia,2.0,0,22,0,11.0,3,0,0
2,Gujarat Titans,Rashid Khan,4.0,0,30,1,7.5,9,1,0
2,Gujarat Titans,V Shankar,1.0,0,14,0,14.0,2,1,0
2,Gujarat Titans,VR Aaron,1.0,0,7,0,7.0,1,0,0
