innings,team,wicket_number,player_out,score,over
1,Gujarat Titans,1,MS Wade,2,1.3
1,Gujarat Titans,2,V Shankar,44,7.1
1,Gujarat Titans,3,HH Pandya,109,14.6
1,Gujarat Titans,4,Shubman Gill,145,18.1
1,Gujarat Titans,5,R Tewatia,168,20.2
1,Gujarat Titans,6,A Manohar,170,20.5
2,Delhi Capitals,1,TL Seifert,8,2.1
2,Delhi Capitals,2,PP Shaw,32,5.1
2,Delhi Capitals,3,Mandeep Singh,34,5.5
2,Delhi Capitals,4,Lalit Yadav,95,12.4
2,Delhi Capitals,5,RR Pant,118,15.1
2,Delhi Capitals,6,AR Patel,126,15.5
2,Delhi Capitals,7,SN Thakur,134,16.6
2,Delhi Capitals,8,R Powell,143,18.2
2,Delhi Capitals,9,KK Ahmed,143,18.3
