match_number,opponent,batter,runs,balls,fours,sixes,strike_rate,dismissal
3,Mumbai Indians,PP Shaw,7,6,1,0,116.67,c Q de Kock b MJ McClenaghan
3,Mumbai Indians,S Dhawan,43,36,4,1,119.44,c SA Yadav b HH Pandya
3,Mumbai Indians,SS Iyer,16,10,2,1,160.0,c KA Pollard b MJ McClenaghan
3,Mumbai Indians,CA Ingram,47,32,7,1,146.88,c HH Pandya b BCJ Cutting
3,Mumbai Indians,RR Pant,78,27,7,7,288.89,not out
3,Mumbai Indians,KMA Paul,3,5,0,0,60.0,c Q de Kock b MJ McClenaghan
3,Mumbai Indians,AR Patel,4,2,1,0,200.0,c Rasikh Salam b JJ Bumrah
3,Mumbai Indians,R Tewatia,9,4,0,1,225.0,not out
5,Chennai Super Kings,PP Shaw,24,16,5,0,150.0,c SR Watson b DL Chahar
5,Chennai Super Kings,S Dhawan,51,47,7,0,108.51,c SN Thakur b DJ Bravo
5,Chennai Super Kings,SS Iyer,18,20,0,1,90.0,lbw b Imran Tahir
5,Chennai Super Kings,RR Pant,25,13,2,1,192.31,c SN Thakur b DJ Bravo
5,Chennai Super Kings,CA Ingram,2,2,0,0,100.0,c SK Raina b DJ Bravo
5,Chennai Super Kings,KMA Paul,0,4,0,0,0.0,b RA Jadeja
5,Chennai Super Kings,AR Patel,9,9,1,0,100.0,not out
5,Chennai Super Kings,R Tewatia,11,9,1,0,122.22,not out
10,Kolkata Knight Riders,PP Shaw,99,55,12,3,180.0,c KD Karthik b LH Ferguson
10,Kolkata Knight Riders,S Dhawan,16,8,2,1,200.0,c AD Russell b PP Chawla
10,Kolkata Knight Riders,SS Iyer,43,32,4,2,134.38,c Shubman Gill b AD Russell
10,Kolkata Knight Riders,RR Pant,11,15,1,0,73.33,c PP Chawla b Kuldeep Yadav
10,Kolkata Knight Riders,CA Ingram,10,7,1,0,142.86,run out ()
10,Kolkata Knight Riders,GH Vihari,2,3,0,0,66.67,c Shubman Gill b Kuldeep Yadav
13,Kings XI Punjab,PP Shaw,0,1,0,0,0.0,c KL Rahul b R Ashwin
13,Kings XI Punjab,S Dhawan,30,25,4,0,120.0,lbw b R Ashwin
13,Kings XI Punjab,SS Iyer,28,22,5,0,127.27,b GC Viljoen
13,Kings XI Punjab,RR Pant,39,26,3,2,150.0,b Mohammed Shami
13,Kings XI Punjab,CA Ingram,38,29,4,1,131.03,c KK Nair b SM Curran
13,Kings XI Punjab,CH Morris,0,1,0,0,0.0,run out ()
13,Kings XI Punjab,GH Vihari,2,5,0,0,40.0,b Mohammed Shami
13,Kings XI Punjab,HV Patel,0,2,0,0,0.0,c KL Rahul b SM Curran
13,Kings XI Punjab,K Rabada,0,1,0,0,0.0,b SM Curran
13,Kings XI Punjab,Avesh Khan,4,3,1,0,133.33,not out
13,Kings XI Punjab,S Lamichhane,0,1,0,0,0.0,b SM Curran
16,Sunrisers Hyderabad,PP Shaw,11,11,2,0,100.0,b B Kumar
16,Sunrisers Hyderabad,S Dhawan,12,14,1,0,85.71,c Sandeep Sharma b Mohammad Nabi
