match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2026-03-29,Mumbai Indians,"Wankhede Stadium, Mumbai",1.1,0,15,0,12.86,1,1,0
6,2026-04-02,Sunrisers Hyderabad,"Eden Gardens, Kolkata",2.0,0,16,1,8.0,4,2,0
15,2026-04-09,Lucknow Super Giants,"Eden Gardens, Kolkata",4.0,0,32,2,8.0,8,4,0
22,2026-04-14,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",3.0,0,21,1,7.0,9,4,0
25,2026-04-17,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",3.0,0,37,0,12.33,3,1,0
38,2026-04-26,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2.0,0,19,1,9.5,2,0,0
45,2026-05-03,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,0,8,1,8.0,3,0,0
51,2026-05-08,Delhi Capitals,"Arun Jaitley Stadium, Delhi",4.0,0,31,2,7.75,10,2,0
57,2026-05-13,Royal Challengers Bengaluru,"Shaheed Veer Narayan Singh International Stadium, Raipur",3.0,0,36,0,12.0,3,5,0
60,2026-05-16,Gujarat Titans,"Eden Gardens, Kolkata",1.0,0,17,0,17.0,1,0,0
65,2026-05-20,Mumbai Indians,"Eden Gardens, Kolkata",1.0,0,6,0,6.0,3,0,0
