match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2011-04-09,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",4.0,0,31,0,7.75,6,0,0
7,2011-04-12,Delhi Daredevils,Sawai Mansingh Stadium,4.0,0,36,0,9.0,9,0,0
12,2011-04-15,Kolkata Knight Riders,Sawai Mansingh Stadium,2.0,0,13,0,6.5,2,0,0
28,2011-04-24,Kochi Tuskers Kerala,Sawai Mansingh Stadium,4.0,0,19,1,4.75,10,1,0
34,2011-04-29,Mumbai Indians,Sawai Mansingh Stadium,2.0,0,6,3,3.0,7,0,0
38,2011-05-01,Pune Warriors,Sawai Mansingh Stadium,4.0,0,23,1,5.75,12,0,0
43,2011-05-04,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,22,1,5.5,9,0,0
52,2011-05-09,Chennai Super Kings,Sawai Mansingh Stadium,4.0,0,23,1,5.75,12,1,0
55,2011-05-11,Royal Challengers Bangalore,Sawai Mansingh Stadium,4.0,0,42,0,10.5,7,0,0
66,2011-05-20,Mumbai Indians,Wankhede Stadium,4.0,0,24,0,6.0,7,1,0
