innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,SR Tendulkar,29,4.4
1,Mumbai Indians,2,DR Smith,97,11.1
1,Mumbai Indians,3,RG Sharma,118,13.5
1,Mumbai Indians,4,KD Karthik,169,18.2
1,Mumbai Indians,5,AT Rayudu,169,18.3
1,Mumbai Indians,6,KA Pollard,169,18.4
1,Mumbai Indians,7,Harbhajan Singh,187,20.2
2,Royal Challengers Bangalore,1,TM Dilshan,35,6.4
2,Royal Challengers Bangalore,2,CH Gayle,37,7.5
2,Royal Challengers Bangalore,3,V Kohli,39,8.2
2,Royal Challengers Bangalore,4,AB de Villiers,43,8.4
2,Royal Challengers Bangalore,5,KB Arun Karthik,67,11.3
2,Royal Challengers Bangalore,6,SS Tiwary,83,14.2
2,Royal Challengers Bangalore,7,J Syed Mohammad,85,14.5
