innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Rajasthan Royals,A Zampa,4.0,0,32,1,8.0,9,0,0
1,Rajasthan Royals,R Ashwin,4.0,0,37,0,9.25,4,0,0
1,Rajasthan Royals,Sandeep Sharma,4.0,0,25,2,6.25,10,1,0
1,Rajasthan Royals,TA Boult,4.0,0,46,1,11.5,6,2,0
1,Rajasthan Royals,YS Chahal,4.0,0,36,1,9.0,3,1,0
2,Gujarat Titans,AS Joseph,3.0,0,47,0,15.67,2,0,0
2,Gujarat Titans,HH Pandya,4.0,0,24,1,6.0,14,0,0
2,Gujarat Titans,MM Sharma,2.0,0,7,0,3.5,5,0,0
2,Gujarat Titans,Mohammed Shami,4.0,0,25,3,6.25,17,1,0
2,Gujarat Titans,Noor Ahmad,2.2,0,29,1,12.43,3,1,0
2,Gujarat Titans,Rashid Khan,4.0,0,46,2,11.5,7,0,0
