innings,team,wicket_number,player_out,score,over
1,Gujarat Titans,1,WP Saha,5,1.3
1,Gujarat Titans,2,B Sai Sudharsan,32,5.6
1,Gujarat Titans,3,HH Pandya,91,11.3
1,Gujarat Titans,4,Shubman Gill,121,16.2
1,Gujarat Titans,5,A Manohar,166,19.6
1,Gujarat Titans,6,DA Miller,175,20.4
1,Gujarat Titans,7,Rashid Khan,176,20.5
2,Rajasthan Royals,1,YBK Jaiswal,2,2.3
2,Rajasthan Royals,2,JC Buttler,4,3.5
2,Rajasthan Royals,3,D Padikkal,47,9.3
2,Rajasthan Royals,4,R Parag,55,11.3
2,Rajasthan Royals,5,SV Samson,114,15.6
2,Rajasthan Royals,6,Dhruv Jurel,161,19.2
2,Rajasthan Royals,7,R Ashwin,171,19.5
