innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,DA Warner,44,4.2
1,Delhi Daredevils,2,V Sehwag,58,6.1
1,Delhi Daredevils,3,KD Karthik,101,12.4
1,Delhi Daredevils,4,AB de Villiers,134,17.1
2,Royal Challengers Bangalore,1,JH Kallis,71,10.1
2,Royal Challengers Bangalore,2,MK Pandey,85,11.3
2,Royal Challengers Bangalore,3,R Dravid,86,11.4
2,Royal Challengers Bangalore,4,RV Uthappa,90,12.6
2,Royal Challengers Bangalore,5,EJG Morgan,120,15.5
2,Royal Challengers Bangalore,6,MV Boucher,123,16.4
2,Royal Challengers Bangalore,7,R Vinay Kumar,135,17.5
2,Royal Challengers Bangalore,8,P Kumar,137,18.2
2,Royal Challengers Bangalore,9,DW Steyn,165,20.5
