match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
5,Sunrisers Hyderabad,M Prasidh Krishna,4.0,1,16,2,4.0,16
5,Sunrisers Hyderabad,NM Coulter-Nile,3.0,0,48,0,16.0,3
5,Sunrisers Hyderabad,R Ashwin,4.0,0,21,0,5.25,8
5,Sunrisers Hyderabad,R Parag,1.0,0,14,0,14.0,0
5,Sunrisers Hyderabad,TA Boult,4.0,0,23,2,5.75,15
5,Sunrisers Hyderabad,YS Chahal,4.0,0,22,3,5.5,8
9,Mumbai Indians,M Prasidh Krishna,4.0,0,37,1,9.25,13
9,Mumbai Indians,Navdeep Saini,3.0,0,36,2,12.0,8
9,Mumbai Indians,R Ashwin,4.0,0,30,1,7.5,6
9,Mumbai Indians,R Parag,1.0,0,11,0,11.0,1
9,Mumbai Indians,TA Boult,4.0,0,29,1,7.25,11
9,Mumbai Indians,YS Chahal,4.0,0,26,2,6.5,10
13,Royal Challengers Bangalore,M Prasidh Krishna,4.0,0,40,0,10.0,8
13,Royal Challengers Bangalore,Navdeep Saini,3.0,0,36,1,12.0,1
13,Royal Challengers Bangalore,R Ashwin,4.0,0,39,0,9.75,9
13,Royal Challengers Bangalore,TA Boult,4.0,0,34,2,8.5,9
13,Royal Challengers Bangalore,YBK Jaiswal,0.1,0,6,0,36.0,0
13,Royal Challengers Bangalore,YS Chahal,4.0,0,15,2,3.75,12
20,Lucknow Super Giants,KR Sen,4.0,0,35,1,8.75,8
20,Lucknow Super Giants,M Prasidh Krishna,4.0,0,35,1,8.75,12
20,Lucknow Super Giants,R Ashwin,4.0,0,20,0,5.0,5
20,Lucknow Super Giants,TA Boult,4.0,0,30,2,7.5,12
20,Lucknow Super Giants,YS Chahal,4.0,0,41,4,10.25,7
24,Gujarat Titans,JDS Neesham,3.0,0,29,0,9.67,5
24,Gujarat Titans,KR Sen,4.0,0,51,1,12.75,6
24,Gujarat Titans,M Prasidh Krishna,4.0,0,35,0,8.75,11
24,Gujarat Titans,R Ashwin,4.0,0,33,0,8.25,9
24,Gujarat Titans,R Parag,1.0,0,12,1,12.0,2
24,Gujarat Titans,YS Chahal,4.0,0,32,1,8.0,6
30,Kolkata Knight Riders,M Prasidh Krishna,4.0,0,43,1,10.75,5
30,Kolkata Knight Riders,OC McCoy,3.4,0,41,2,11.18,6
30,Kolkata Knight Riders,R Ashwin,4.0,0,38,1,9.5,8
30,Kolkata Knight Riders,TA Boult,4.0,0,48,0,12.0,7
30,Kolkata Knight Riders,YS Chahal,4.0,0,40,5,10.0,7
34,Delhi Capitals,M Prasidh Krishna,4.0,1,22,3,5.5,14
34,Delhi Capitals,OC McCoy,3.0,0,52,1,17.33,5
34,Delhi Capitals,R Ashwin,4.0,0,32,2,8.0,4
34,Delhi Capitals,R Parag,1.0,0,22,0,22.0,0
34,Delhi Capitals,TA Boult,4.0,0,47,0,11.75,10
34,Delhi Capitals,YS Chahal,4.0,0,28,1,7.0,8
39,Royal Challengers Bangalore,DJ Mitchell,1.0,0,7,0,7.0,1
39,Royal Challengers Bangalore,KR Sen,3.3,1,20,4,5.71,11
39,Royal Challengers Bangalore,M Prasidh Krishna,4.0,0,23,2,5.75,16
