innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kings XI Punjab,AJ Tye,4.0,0,38,0,9.5,6,1,1
1,Kings XI Punjab,AR Patel,3.0,0,35,1,11.67,3,0,0
1,Kings XI Punjab,MM Sharma,4.0,0,33,2,8.25,4,0,0
1,Kings XI Punjab,MP Stoinis,1.0,0,7,0,7.0,0,0,0
1,Kings XI Punjab,Mujeeb Ur Rahman,4.0,0,28,2,7.0,9,1,0
1,Kings XI Punjab,R Ashwin,4.0,0,23,1,5.75,4,1,0
2,Delhi Daredevils,A Mishra,4.0,0,46,0,11.5,4,0,0
2,Delhi Daredevils,CH Morris,3.0,0,25,1,8.33,8,0,0
2,Delhi Daredevils,DT Christian,2.0,0,12,1,6.0,6,0,0
2,Delhi Daredevils,Mohammed Shami,2.0,0,26,0,13.0,3,0,0
2,Delhi Daredevils,R Tewatia,4.0,0,24,1,6.0,9,0,0
2,Delhi Daredevils,TA Boult,3.5,0,34,1,8.87,11,0,1
