match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2022-03-28,Gujarat Titans,"Wankhede Stadium, Mumbai",3.0,0,22,2,7.33,10,1,0
7,2022-03-31,Chennai Super Kings,"Brabourne Stadium, Mumbai",4.0,0,49,0,12.25,6,1,0
20,2022-04-10,Rajasthan Royals,"Wankhede Stadium, Mumbai",4.0,0,22,0,5.5,13,2,0
26,2022-04-16,Mumbai Indians,"Brabourne Stadium, Mumbai",4.0,0,48,1,12.0,11,1,0
31,2022-04-19,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",3.0,0,31,2,10.33,6,1,0
37,2022-04-24,Mumbai Indians,"Wankhede Stadium, Mumbai",4.0,0,14,0,3.5,13,2,0
42,2022-04-29,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",4.0,0,17,2,4.25,17,2,0
45,2022-05-01,Delhi Capitals,"Wankhede Stadium, Mumbai",4.0,0,44,1,11.0,6,0,0
53,2022-05-07,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",3.0,0,14,1,4.67,11,0,0
57,2022-05-10,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",4.0,0,34,0,8.5,10,2,0
63,2022-05-15,Rajasthan Royals,"Brabourne Stadium, Mumbai",3.0,0,35,0,11.67,7,0,1
72,2022-05-25,Royal Challengers Bangalore,"Eden Gardens, Kolkata",4.0,0,54,0,13.5,7,0,1
