match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2013-04-05,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",30,18,3,1,166.67,c MK Pandey b AB Dinda,5
7,2013-04-07,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",7,8,1,0,87.5,c MC Henriques b JD Unadkat,6
9,2013-04-09,Royal Challengers Bangalore,M Chinnaswamy Stadium,40,24,1,4,166.67,b RP Singh,5
14,2013-04-12,Delhi Daredevils,Feroz Shah Kotla,2,3,0,0,66.67,c J Botha b IK Pathan,6
17,2013-04-14,Kolkata Knight Riders,Eden Gardens,36,25,2,1,144.0,b JH Kallis,5
22,2013-04-17,Pune Warriors,Maharashtra Cricket Association Stadium,2,4,0,0,50.0,c RV Uthappa b MR Marsh,7
25,2013-04-19,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",23,11,0,3,209.09,not out,6
36,2013-04-27,Rajasthan Royals,Sawai Mansingh Stadium,4,4,1,0,100.0,c KK Cooper b A Chandila,6
54,2013-05-08,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",23,13,1,2,176.92,c S Badrinath b DJ Bravo,6
59,2013-05-11,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",32,19,2,2,168.42,not out,8
62,2013-05-13,Mumbai Indians,Wankhede Stadium,2,5,0,0,40.0,not out,5
68,2013-05-17,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",17,13,0,0,130.77,not out,7
72,2013-05-19,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",4,10,0,0,40.0,b Mohammed Shami,5
74,2013-05-22,Rajasthan Royals,Feroz Shah Kotla,11,6,1,1,183.33,c DH Yagnik b SR Watson,6
