innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,DR Smith,20,3.3
1,Chennai Super Kings,2,SK Raina,90,11.4
1,Chennai Super Kings,3,BB McCullum,119,15.3
2,Kolkata Knight Riders,1,G Gambhir,17,3.2
2,Kolkata Knight Riders,2,JH Kallis,36,5.4
2,Kolkata Knight Riders,3,MK Pandey,38,6.1
2,Kolkata Knight Riders,4,Shakib Al Hasan,38,6.2
2,Kolkata Knight Riders,5,SA Yadav,65,10.3
2,Kolkata Knight Riders,6,RV Uthappa,88,14.4
2,Kolkata Knight Riders,7,AD Russell,91,15.6
2,Kolkata Knight Riders,8,PP Chawla,113,17.4
2,Kolkata Knight Riders,9,YK Pathan,113,17.5
