match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2016-04-11,Gujarat Lions,"Punjab Cricket Association IS Bindra Stadium, Mohali",4,2,0,0,200.0,not out,7
7,2016-04-15,Delhi Daredevils,Feroz Shah Kotla,11,22,1,0,50.0,c P Negi b J Yadav,6
13,2016-04-19,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali",9,8,0,0,112.5,c SA Yadav b UT Yadav,7
18,2016-04-23,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",36,17,1,3,211.76,not out,7
21,2016-04-25,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,2,0,0,0.0,b MJ McClenaghan,7
28,2016-05-01,Gujarat Lions,Saurashtra Cricket Association Stadium,0,2,0,0,0.0,c Ishan Kishan b DJ Bravo,8
32,2016-05-04,Kolkata Knight Riders,Eden Gardens,21,7,1,2,300.0,run out (),8
36,2016-05-07,Delhi Daredevils,"Punjab Cricket Association IS Bindra Stadium, Mohali",16,5,0,2,320.0,not out,7
50,2016-05-18,Royal Challengers Bangalore,M Chinnaswamy Stadium,13,9,1,1,144.44,c V Kohli b SR Watson,6
53,2016-05-21,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,3,0,0,33.33,c SS Tiwary b NLTC Perera,7
