match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2022-03-28,Gujarat Titans,"Wankhede Stadium, Mumbai",54,41,4,3,131.71,c HH Pandya b VR Aaron,6
7,2022-03-31,Chennai Super Kings,"Brabourne Stadium, Mumbai",19,9,0,2,211.11,not out,6
12,2022-04-04,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",19,12,3,0,158.33,"run out (N Pooran, R Shepherd)",6
15,2022-04-07,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",10,3,1,1,333.33,not out,6
20,2022-04-10,Rajasthan Royals,"Wankhede Stadium, Mumbai",5,7,0,0,71.43,c R Parag b YS Chahal,6
31,2022-04-19,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",13,13,2,0,100.0,c KD Karthik b JR Hazlewood,6
37,2022-04-24,Mumbai Indians,"Wankhede Stadium, Mumbai",14,11,0,1,127.27,c KA Pollard b RP Meredith,7
42,2022-04-29,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",4,4,0,0,100.0,c LS Livingstone b K Rabada,6
53,2022-05-07,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",15,18,0,0,83.33,not out,5
57,2022-05-10,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",8,11,1,0,72.73,st WP Saha b R Sai Kishore,6
63,2022-05-15,Rajasthan Royals,"Brabourne Stadium, Mumbai",0,1,0,0,0.0,lbw b TA Boult,3
