innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,extras,total_runs,total_balls
1,Delhi Capitals,1,P Nissanka,11,7,KL Rahul,17,9,0,28,16
1,Delhi Capitals,2,N Rana,91,44,KL Rahul,123,52,6,220,95
1,Delhi Capitals,3,DA Miller,3,3,KL Rahul,12,6,1,16,9
2,Punjab Kings,1,Priyansh Arya,43,17,P Simran Singh,76,25,7,126,41
2,Punjab Kings,2,C Connolly,6,3,P Simran Singh,0,1,0,6,4
2,Punjab Kings,3,SS Iyer,2,4,C Connolly,11,7,0,13,11
2,Punjab Kings,4,N Wadhera,25,15,SS Iyer,26,16,5,56,31
2,Punjab Kings,5,Shashank Singh,19,10,SS Iyer,43,16,2,64,26
