innings,team,wicket_number,player_out,score,over
1,Deccan Chargers,1,AC Gilchrist,22,3.2
1,Deccan Chargers,2,Shahid Afridi,32,3.6
1,Deccan Chargers,3,VVS Laxman,75,9.3
1,Deccan Chargers,4,RG Sharma,186,18.6
1,Deccan Chargers,5,AS Yadav,214,20.6
2,Rajasthan Royals,1,Kamran Akmal,14,3.1
2,Rajasthan Royals,2,YK Pathan,112,10.3
2,Rajasthan Royals,3,SR Watson,126,12.6
2,Rajasthan Royals,4,M Kaif,186,18.1
2,Rajasthan Royals,5,GC Smith,187,18.2
2,Rajasthan Royals,6,RA Jadeja,195,19.2
2,Rajasthan Royals,7,D Salunkhe,196,19.4
