match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
8,2013-04-08,Rajasthan Royals,Sawai Mansingh Stadium,12,7,2,0,171.43,c STR Binny b SW Tait,8
12,2013-04-11,Royal Challengers Bangalore,M Chinnaswamy Stadium,13,7,2,0,185.71,b RP Singh,7
20,2013-04-16,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",16,6,0,2,266.67,b P Awana,8
26,2013-04-20,Chennai Super Kings,Eden Gardens,1,10,0,0,10.0,c & b RA Jadeja,7
33,2013-04-24,Mumbai Indians,Eden Gardens,1,1,0,0,100.0,not out,7
44,2013-05-01,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,26,26,2,0,100.0,not out,7
53,2013-05-07,Mumbai Indians,Wankhede Stadium,4,5,0,0,80.0,c SL Malinga b Harbhajan Singh,8
56,2013-05-09,Pune Warriors,Subrata Roy Sahara Stadium,13,5,1,1,260.0,not out,8
60,2013-05-12,Royal Challengers Bangalore,JSCA International Stadium Complex,3,4,0,0,75.0,not out,7
65,2013-05-15,Pune Warriors,JSCA International Stadium Complex,10,9,1,0,111.11,"run out (LJ Wright, RV Uthappa, AD Mathews)",8
