match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2013-04-03,Delhi Daredevils,Eden Gardens,4.0,0,23,2,5.75,8,1,0
8,2013-04-08,Rajasthan Royals,Sawai Mansingh Stadium,3.0,0,21,1,7.0,6,0,0
12,2013-04-11,Royal Challengers Bangalore,M Chinnaswamy Stadium,1.0,0,10,0,10.0,2,1,0
17,2013-04-14,Sunrisers Hyderabad,Eden Gardens,4.0,0,33,2,8.25,6,1,0
20,2013-04-16,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",4.0,0,30,0,7.5,1,0,0
26,2013-04-20,Chennai Super Kings,Eden Gardens,2.0,0,12,0,6.0,2,0,0
33,2013-04-24,Mumbai Indians,Eden Gardens,3.5,0,32,1,8.35,5,0,0
35,2013-04-26,Kings XI Punjab,Eden Gardens,2.0,0,17,1,8.5,2,0,0
38,2013-04-28,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,31,1,7.75,4,0,0
44,2013-05-01,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,2.0,0,21,0,10.5,5,0,0
47,2013-05-03,Rajasthan Royals,Eden Gardens,4.0,0,21,1,5.25,6,0,0
53,2013-05-07,Mumbai Indians,Wankhede Stadium,2.0,0,22,1,11.0,2,0,0
56,2013-05-09,Pune Warriors,Subrata Roy Sahara Stadium,3.0,0,19,1,6.33,4,0,0
60,2013-05-12,Royal Challengers Bangalore,JSCA International Stadium Complex,2.0,0,14,0,7.0,1,0,0
65,2013-05-15,Pune Warriors,JSCA International Stadium Complex,3.0,0,26,0,8.67,5,0,0
