innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,SP Narine,19,2.3
1,Kolkata Knight Riders,2,CA Lynn,51,6.2
1,Kolkata Knight Riders,3,N Rana,80,9.1
1,Kolkata Knight Riders,4,RV Uthappa,81,9.2
1,Kolkata Knight Riders,5,RK Singh,89,10.6
1,Kolkata Knight Riders,6,KD Karthik,165,18.4
2,Chennai Super Kings,1,SR Watson,75,6.5
2,Chennai Super Kings,2,AT Rayudu,85,9.3
2,Chennai Super Kings,3,SK Raina,101,12.3
2,Chennai Super Kings,4,MS Dhoni,155,17.3
2,Chennai Super Kings,5,SW Billings,184,19.4
